numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07314;20220212120000;102600;-10;8;190;1.700000;280.950000;276.050000;71;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;102310;mq;mq;-770;mq;mq;mq;mq;mq;mq;mq;2.600000;3.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20220212120000;102620;-70;8;160;1.500000;279.850000;272.350000;59;50660;0;mq;mq;mq;0;mq;mq;mq;mq;101130;mq;mq;-830;mq;mq;mq;mq;274.050000;mq;mq;3.000000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20220212120000;102600;-70;8;130;2.300000;279.050000;268.250000;46;36360;0;mq;mq;100;8;5160;mq;mq;mq;97690;mq;mq;-620;mq;mq;mq;mq;274.750000;mq;mq;4.300000;4.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;5160;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20220212120000;102680;-190;8;170;4.300000;278.950000;269.350000;50;41660;0;mq;mq;75;6;5880;mq;mq;mq;98630;mq;mq;-610;mq;mq;mq;mq;267.650000;mq;mq;6.100000;8.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;5880;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20220212120000;mq;-110;8;70;1.200000;277.650000;270.050000;58;20000;0;mq;mq;mq;5;1250;mq;mq;mq;92800;92500;859;-370;mq;mq;mq;mq;269.550000;mq;mq;2.500000;2.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;1200;5;mq;6420;5;mq;7380;mq;mq;mq;
07481;20220212120000;102840;-160;8;140;3.500000;279.650000;273.550000;65;25000;3;2;2;100;0;6600;30;20;12;99890;mq;mq;-300;mq;mq;mq;mq;mq;mq;mq;5.500000;5.500000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;0;6600;8;0;8000;mq;mq;mq;mq;mq;mq;
07510;20220212120000;102540;-100;8;110;2.500000;281.750000;275.750000;66;23360;0;mq;mq;mq;2;5880;mq;mq;mq;101950;mq;mq;-660;mq;mq;mq;mq;272.750000;mq;mq;3.700000;4.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;5880;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20220212120000;102570;-90;8;160;3.300000;282.750000;267.250000;33;20000;0;mq;mq;mq;3;5940;mq;mq;mq;99400;mq;mq;-430;mq;mq;mq;mq;270.750000;mq;mq;6.600000;6.600000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;5940;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20220212120000;102580;-40;8;150;6.100000;280.850000;275.550000;69;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94150;mq;mq;-120;mq;mq;mq;mq;270.550000;mq;mq;9.000000;9.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20220212120000;102850;-120;8;20;2.700000;282.250000;272.350000;50;19920;0;mq;mq;mq;mq;mq;mq;mq;mq;101940;mq;mq;30;mq;mq;mq;mq;274.450000;mq;mq;3.800000;6.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20220212120000;mq;130;8;50;6.200000;283.250000;263.550000;24;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92400;mq;mq;270;mq;273.850000;mq;285.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20220212120000;102440;-110;8;90;2.500000;282.950000;279.650000;80;38850;0;mq;mq;90;7;6780;mq;mq;mq;101720;mq;mq;-660;mq;mq;mq;mq;274.550000;mq;mq;4.400000;4.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;6780;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20220212120000;102280;-150;8;60;1.700000;286.150000;279.450000;64;17950;0;mq;mq;mq;5;6360;mq;mq;mq;97970;mq;mq;-640;mq;mq;mq;mq;279.350000;mq;mq;3.900000;4.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;5;mq;6360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20220212120000;102380;-170;8;90;1.600000;284.250000;278.150000;66;20000;0;mq;mq;mq;0;mq;mq;mq;mq;97440;mq;mq;-510;mq;mq;mq;mq;275.650000;mq;mq;2.700000;3.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20220212120000;102520;-180;8;140;5.500000;284.750000;275.250000;52;13260;0;mq;mq;mq;2;7020;mq;mq;mq;100700;mq;mq;-440;mq;mq;mq;mq;276.150000;mq;mq;8.500000;10.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;7020;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20220212120000;102740;-60;8;70;4.600000;286.850000;277.150000;52;39770;0;mq;mq;mq;1;2250;mq;mq;mq;102640;mq;mq;80;mq;mq;mq;mq;276.250000;mq;mq;5.700000;8.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;2340;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20220212120000;102700;-70;8;270;1.800000;286.750000;278.350000;57;27710;0;mq;mq;mq;2;1750;mq;mq;mq;102310;mq;mq;310;mq;mq;mq;mq;272.650000;mq;mq;4.100000;4.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;1740;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20220212120000;mq;mq;mq;100;8.800000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.500000;14.500000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20220212120000;102690;-60;8;110;7.200000;287.950000;278.150000;52;30000;2;0;0;0;0;mq;30;20;10;102380;mq;mq;480;mq;mq;mq;mq;278.650000;mq;mq;8.900000;10.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20220212120000;102710;-90;8;80;2.500000;284.750000;274.950000;51;60000;0;mq;mq;mq;0;mq;mq;mq;mq;102170;mq;mq;20;mq;mq;mq;mq;272.350000;mq;mq;4.500000;6.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20220212120000;102530;-60;8;200;4.400000;288.850000;281.150000;60;60000;0;mq;mq;mq;0;mq;mq;mq;mq;102420;mq;mq;90;mq;mq;mq;mq;277.350000;mq;mq;7.500000;7.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20220212120000;102720;-30;8;10;5.300000;285.850000;278.950000;63;11480;0;mq;mq;mq;5;800;mq;mq;mq;102570;mq;mq;350;mq;mq;mq;mq;278.550000;mq;mq;8.500000;8.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20220212120000;100750;210;6;mq;mq;301.150000;297.350000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100700;mq;mq;-110;mq;296.350000;mq;302.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;45.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20220212120000;100900;160;6;160;8.600000;304.150000;295.750000;61;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100830;mq;mq;-60;mq;299.850000;mq;304.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20220212120000;100690;170;6;mq;mq;303.250000;295.450000;63;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100600;mq;mq;-40;mq;298.450000;mq;303.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20220212120000;100830;-100;5;60;3.000000;302.650000;296.350000;69;54540;0;mq;mq;mq;0;mq;mq;mq;mq;100680;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;4.900000;5.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20220212120000;101340;60;6;310;8.700000;292.350000;290.450000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101000;mq;mq;-380;mq;290.750000;mq;294.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20220212120000;98590;460;3;260;19.700000;281.650000;277.050000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;96870;mq;mq;-1260;mq;280.350000;mq;285.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20220212120000;99070;-350;7;330;11.300000;282.650000;280.250000;85;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98710;mq;mq;610;mq;mq;mq;mq;mq;mq;mq;mq;15.400000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20220212120000;100800;mq;mq;260;2.100000;302.050000;296.750000;73;20000;0;mq;mq;mq;mq;1750;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.100000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20220212120000;102340;-50;8;150;5.400000;275.150000;274.250000;94;8000;60;6;5;100;7;250;35;mq;mq;102250;mq;mq;1160;mq;mq;mq;mq;271.250000;mq;mq;7.100000;8.900000;-10;1;0.000000;0.000000;-60;0.200000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;5;6;260;7;6;1100;mq;mq;mq;mq;mq;mq;
78890;20220212120000;101690;220;3;70;9.700000;297.950000;292.150000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101370;mq;mq;70;295.550000;mq;298.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20220212120000;101820;220;3;110;4.800000;296.050000;293.550000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101300;mq;mq;80;mq;295.350000;mq;301.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;1.200000;1.800000;2.000000;2.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20220212120000;101730;220;2;80;3.400000;298.150000;292.750000;72;46550;mq;mq;mq;mq;mq;mq;mq;mq;mq;101640;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20220212120000;101660;260;2;80;4.500000;296.650000;294.350000;87;55440;0;mq;mq;100;8;450;mq;mq;mq;101570;mq;mq;130;294.950000;mq;mq;302.750000;mq;mq;mq;7.000000;13.700000;-10;mq;mq;mq;mq;-0.100000;-0.100000;0.600000;0.600000;0.600000;mq;mq;mq;mq;3;mq;540;4;mq;780;5;mq;990;mq;mq;mq;
81401;20220212120000;mq;250;3;160;1.200000;298.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101180;mq;mq;50;mq;296.350000;mq;303.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20220212120000;101270;250;3;50;3.400000;297.350000;296.450000;95;30890;61;mq;mq;100;8;450;mq;mq;mq;101180;mq;mq;50;296.150000;mq;mq;mq;298.250000;mq;mq;4.700000;8.100000;-10;mq;mq;mq;mq;1.000000;4.100000;21.700000;32.200000;36.600000;mq;mq;mq;mq;4;mq;330;6;mq;510;6;mq;720;mq;mq;mq;
81408;20220212120000;101210;240;3;20;2.800000;300.150000;297.650000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101130;mq;mq;70;mq;296.850000;mq;301.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.400000;0.400000;29.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20220212120000;101290;230;3;50;1.500000;297.850000;296.850000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100070;mq;mq;50;mq;296.650000;mq;303.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.000000;2.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20220212120000;98580;10;1;160;2.600000;272.650000;263.950000;48;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98050;mq;mq;mq;272.650000;mq;277.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
